FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,geometry
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dfa,Savanes,Tône,Tône 1,Natigou,"MULTILINESTRING ((0.2828181306779605 10.96119547393551, 0.2827878053280205 10.961122188757388, 0.2827061601551056 10.961012260956169, 0.2825125444593357 10.960961877366959, 0.282451893759456 10.960936685569134, 0.2823819121826718 10.960764923254079, 0.2824402301633254 10.960352693291075, 0.2826944965589749 10.96024276520393, 0.2827061601551056 10.96009390418749))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dfb,Kara,Kozah,Kozah 1,Commune De Kara,"MULTILINESTRING ((1.2252668325035767 9.522176126328048, 1.2251632606747411 9.521890537743323, 1.224979367835788 9.52113383106874))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dfc,Maritime,Zio,Zio 2,Bolou,"MULTILINESTRING ((1.1611496080554071 6.454417682971011, 1.1609914684022646 6.454444511289979, 1.1609464693139717 6.454389577111518, 1.160942612249261 6.454305259523684, 1.1610711810729546 6.454264378263924, 1.161166322002487 6.454264378263924))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dfd,Maritime,Zio,Zio 2,Bolou,"MULTILINESTRING ((1.1605205873708524 6.454904902344568, 1.1605126526062304 6.454802404310832, 1.1604068557446015 6.454734072276816, 1.160377761607654 6.454697278100836, 1.1603063487260548 6.454699906256352, 1.1602508053736997 6.454702534411853, 1.1602402256875373 6.454933812042639, 1.160224885142601 6.454977532634388, 1.1602672038872521 6.455002762912815, 1.1603624210627177 6.45503430075908))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dfe,Savanes,Tandjoaré,Tandjoaré 1,Bombouaka,"MULTILINESTRING ((0.2078897472655476 10.70483587198097, 0.2078360040342149 10.70481512600208, 0.2078014548140723 10.704760432050923, 0.2077649861928108 10.704718940081396, 0.2076997265547638 10.704641614123029, 0.2076574997301451 10.70457937614221, 0.2076210311088836 10.704532226148231, 0.2075941594932172 10.70447187414524, 0.2075692072786698 10.704436040137773, 0.2075557714708366 10.704396434124595, 0.2075423356630034 10.704343626098975, 0.2075423356630034 10.704279502055494, 0.2075442550641224 10.704211605994672, 0.2075519326685986 10.704170113950012, 0.2075538520697176 10.70411353387996, 0.2075692072786698 10.704079585832863, 0.2075979982954552 10.703989057688673, 0.2076267893122407 10.703915503551615, 0.207644063922312 10.703824975358422, 0.207644063922312 10.703758965200512, 0.2076536609279072 10.703702385053715))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4dff,Maritime,Zio,Zio 1,Tsévié,"MULTILINESTRING ((1.2026992145865687 6.5246428666901055, 1.2028988806488328 6.5247278836144025, 1.2029866459509269 6.524797641079971, 1.203197282675953 6.524839059570557, 1.2033091834361231 6.524906637100475, 1.203647079849186 6.524675565508851, 1.203651468114291 6.524557849751383, 1.2035944206679297 6.52444667373282, 1.2034869081728643 6.524385635908216, 1.2033618426173807 6.524370376450904, 1.2032565242548672 6.524396535520298, 1.2031336528319354 6.524407435132143, 1.2029866459509275 6.524206882236242, 1.2027782033584535 6.524383455985771))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4e00,Maritime,Zio,Zio 1,Gblainvié,"MULTILINESTRING ((1.1691531917671034 6.49613220052897, 1.168957916889722 6.495930283166214, 1.1687967015839766 6.495923514985052, 1.1686672752117586 6.495986684672344, 1.168582126282668 6.4960882073674515, 1.1689193160418674 6.496320581459153, 1.1690203594377218 6.496263051961007))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4e01,Maritime,Zio,Zio 1,Tsévié,"MULTILINESTRING ((1.2016637513581854 6.50513344164362, 1.2017213172380468 6.505149885278871, 1.2017846397058944 6.505209225349435, 1.2017997507493579 6.505295018210153, 1.2017947137348701 6.505344349098431, 1.2017134019295663 6.505405833966896, 1.2016241748157814 6.505408693728037, 1.2015507783189585 6.505370086951261, 1.2014730643811458 6.505293588329261, 1.2014917732921007 6.505184917369572))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4e02,Maritime,Zio,Zio 2,Bolou,"MULTILINESTRING ((1.1733410096900119 6.4435066282181115, 1.173323102159532 6.443447313519845, 1.1733081792174656 6.443364272930619, 1.17330917408027 6.4431537056612935, 1.1732574412144399 6.443040019071106, 1.1730554840651415 6.4430805508148765, 1.1728256707573188 6.443169522923996, 1.1728455680134073 6.443265415068578, 1.1728953111536287 6.443343512781187, 1.1730495148883142 6.443449290676563, 1.173069412144403 6.443501685326854, 1.1731062220681667 6.4435135482657895, 1.173157954933997 6.44359065736212, 1.1732096877998273 6.443622291859785))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4e03,Maritime,Zio,Zio 4,Gapé-Centre,"MULTILINESTRING ((1.192154554851735 6.5451504840433925, 1.1918285145002603 6.545052698273394, 1.1917700733051846 6.54497935893333, 1.1916839494387574 6.545006861187116, 1.1914563363631996 6.544921298614806, 1.1914348053965929 6.544841847641679, 1.1914378812489654 6.544805177957511, 1.191474791477434 6.544710447927614, 1.1915117017059031 6.544505708769356, 1.1916501150626615 6.544496541342396, 1.1917331630767158 6.544520987813915, 1.191803907681281 6.544481262297088, 1.1920499758710734 6.544545434284237, 1.1920961136566592 6.5446126620714535, 1.192074582690052 6.544701280504413, 1.192249906275279 6.544866294096296))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4e04,Maritime,Zio,Zio 4,Gapé-Centre,"MULTILINESTRING ((1.055531878808763 6.567321868715244, 1.0553660448629771 6.566624121437519, 1.0555578919767292 6.566142804458253, 1.0559871092481747 6.5657583966036155, 1.0562244794058684 6.565338454910534))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4e05,Maritime,Zio,Zio 3,Agbélouvé,"MULTILINESTRING ((1.0610568383260315 6.771038740784505, 1.0610847502097402 6.771029183127595, 1.061326332375632 6.771118069329547, 1.0615457775303065 6.771192619034687, 1.0615939014677351 6.771213645872516))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4e06,Maritime,Zio,Zio 3,Gamé-Sèva,"MULTILINESTRING ((1.1191790494609652 6.728377658239372, 1.1205844460085364 6.72745203626233, 1.1213467390255394 6.726757695319098))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4e07,Kara,Kéran,Kéran 1,Kantè,"MULTILINESTRING ((1.036727886448085 9.935230776891832, 1.0370288381093418 9.935113647545446, 1.0373973203872708 9.9354578052586, 1.0366309946937284 9.935433222576815))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4e08,Maritime,Zio,Zio 1,Kpomé,"MULTILINESTRING ((1.3599261459551046 6.32038588250355, 1.3604204372793784 6.319544637047349, 1.361029837542182 6.318461110884232, 1.361395477699864 6.317821762083835, 1.3616730933751413 6.317195872493068, 1.3617137200593286 6.316421921952456, 1.361111090910556 6.315782570633018, 1.3607386796388425 6.315621050174744, 1.3600547971216963 6.315722000467071, 1.3597568681043257 6.316159451506341, 1.3593979990606748 6.317020892472089, 1.3595537346833912 6.317451612417308, 1.3591610100695843 6.318010201812367, 1.3586667187453105 6.31837362109504, 1.3580166917983203 6.319046619092671, 1.3575427138161398 6.319759996014412))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4e09,Maritime,Golfe,Golfe 5,Aflao-Gakli,"MULTILINESTRING ((1.1600558087304351 6.190406575838012, 1.160204956026162 6.190550146215164, 1.1603825123305986 6.190439526419826, 1.1602996527218616 6.190319492147612, 1.1603848797479914 6.190244176511906, 1.1602901830522916 6.190154739180557, 1.1601576076783124 6.190255944580692, 1.1601197290000327 6.190225347601301, 1.1600226648869407 6.190281834331102, 1.1600510738956504 6.190401868611873))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4e0a,Kara,Kéran,Kéran 3,Warengo,"MULTILINESTRING ((1.122168451677059 10.056877669992685, 1.1221924266160346 10.056935374915215, 1.122219065437119 10.056972096224182, 1.1222603556097994 10.056998325728033, 1.1222403764939861 10.057019309329583, 1.1222350487297694 10.057029801129843, 1.1221631239128425 10.057037669979819, 1.1221191698580537 10.057061276528591, 1.122075215803265 10.057036358504837, 1.1220645602748314 10.057012751954245, 1.1220805435674819 10.05695635852085, 1.1220658922158857 10.056889473273133, 1.1221125101527825 10.056846194576053))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4e0b,Maritime,Zio,Zio 1,Tsévié,"MULTILINESTRING ((1.2067332388909482 6.510756662517308, 1.2066701565787619 6.510826774053119, 1.206656257086246 6.510939377408324, 1.2067268237405564 6.510997803667581, 1.2068005979700627 6.511014800396271, 1.2068604727070529 6.510970183982236, 1.2069214166357756 6.5108437707876, 1.206920347444044 6.510749226444755, 1.2068872025003528 6.510690800156569))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4e0c,Maritime,Zio,Zio 1,Tsévié,"MULTILINESTRING ((1.2017749957435298 6.504549502146217, 1.201831898900122 6.504633679246631, 1.2018862730275324 6.50469272884597, 1.2019482342424883 6.504725394578792, 1.20203169220549 6.504722881830189, 1.202087330847491 6.504685190599632, 1.2021594081791744 6.5046223718757545, 1.2021695242959016 6.504514323652318, 1.2021429694894923 6.504491708904935, 1.202189756529357 6.50443517203203, 1.2022390725984036 6.504366071400953, 1.20224792420054 6.504246715743081, 1.2021758468688564 6.504153743947833, 1.2020493954097629 6.504102232540356, 1.2018812149691678 6.504072079518896, 1.2018331634147117 6.504074592270752, 1.2018255763271664 6.504195204345132))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4e0d,Maritime,Zio,Zio 2,Bolou,"MULTILINESTRING ((1.1622288130495586 6.44788475041951, 1.1620998942210934 6.447881965564261, 1.1620055405857672 6.447794706758703, 1.162026092862769 6.447710232794332, 1.1620578554726808 6.44768052766066, 1.1621484723303703 6.4476693882350835, 1.1621671562185534 6.447752005635618, 1.1622400233824688 6.447752005635618))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4e0e,Maritime,Zio,Zio 1,Gblainvié,"MULTILINESTRING ((1.1817086945114887 6.50682585676518, 1.181732367266357 6.506865518384518, 1.1817319030946931 6.506925933170745, 1.1816952335332302 6.50694668633991, 1.1816478880234933 6.506957293514931, 1.1816033275437408 6.5069351568015925, 1.1815903307371465 6.506876586742844, 1.1815986858271004 6.50682908503664, 1.1816172526936637 6.506807870680962))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4e0f,Kara,Bassar,Bassar 1,Kalanga,"MULTILINESTRING ((0.654256449460144 9.216060750363564, 0.6542648812559508 9.215914636265914, 0.6542779973827613 9.215911861947017, 0.6543538835450226 9.215861924203187, 0.6543623153408294 9.215860074656984, 0.654521582594958 9.21585822511077, 0.6545674890387952 9.215893366487164, 0.6546265116094429 9.215925733541276, 0.654588100095212 9.216092192629844, 0.6545628047077915 9.216131957844944, 0.6545187719963559 9.216149528519958, 0.6544990978061399 9.216163400104877, 0.6544569388271059 9.21617727168925, 0.6544278959748826 9.216189293728602, 0.6543791789324432 9.216181895550589, 0.65433795681961 9.216164324877184, 0.6542995453053789 9.216156001926324, 0.65427612365036 9.216132882617332, 0.6542639443897502 9.2161227101209, 0.6542573863263449 9.216113462396615, 0.6542686287207541 9.21608849353984, 0.6542592600587464 9.216074621951973, 0.6542583231925457 9.216065374226432))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4e10,Kara,Dankpen,Dankpen 2,Natchitikpi,"MULTILINESTRING ((0.7500770214739679 9.691970220947821, 0.7501050378538691 9.691982773904014, 0.750179626917242 9.691948342937332, 0.7502360235261338 9.691909608095587, 0.750315342627672 9.691847919264319, 0.7503677368965778 9.691815998876246, 0.7504379597708752 9.691772242833725, 0.7504543329799084 9.691761483150266, 0.7505034526070076 9.691721313662294, 0.7505682177449606 9.691670743139348, 0.7506516432362469 9.691600604615365, 0.7506887113777748 9.69156904810902, 0.7506988208709188 9.691530848123687, 0.750700505786443 9.691482682918588, 0.750655013067295 9.691406282923909, 0.7506027806860511 9.691329882911823, 0.7505791918687149 9.69127673506707, 0.7504983159235631 9.691150508902036, 0.7504561930354634 9.691130578450586, 0.7504225781891064 9.691129274583746, 0.7503443700320368 9.691149924250329, 0.75033738716087 9.69115680747224, 0.7502200749252655 9.691176080492843, 0.7501474530651295 9.691209119954161, 0.7499407600785886 9.691242159412223, 0.7498527759018854 9.69127106893536, 0.749749429408615 9.691313744893527, 0.7497438431116814 9.691346784341288))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4e11,Plateaux,Kloto,Kloto 1,Gbalabé,"MULTILINESTRING ((0.5811727439003886 6.881505659855295, 0.5811752943957194 6.881444447967356))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4e12,Plateaux,Haho,Haho 2,Asrama,"MULTILINESTRING ((1.5010361420607903 7.008232906855069, 1.5010594406120195 7.008445334822161, 1.5010841096662624 7.00876603252732, 1.5010758866481815 7.009003129548656, 1.5010690341331143 7.009077136711385))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4e13,Plateaux,Est-Mono,Est-Mono 2,Morétan,"MULTILINESTRING ((1.3573246615167744 8.104335692432722, 1.3585999234932515 8.104290416859591))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4e14,Maritime,Avé,Avé 1,Kévé,"MULTILINESTRING ((1.0316875245263533 6.4635684275048675, 1.0320584118157727 6.463562336103268))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4e15,Centrale,Tchaoudjo,Tchaoudjo 2,Lama-Tessi,"MULTILINESTRING ((1.1362166666822155 8.8285966666543, 1.1362166667016262 8.82859666660738, 1.1362166667212608 8.828596666573038, 1.136216666804238 8.828596666424339, 1.1362166669032818 8.828596666247027, 1.1362166695519924 8.828596661643394, 1.1362167394388925 8.828596538758099, 1.136216888315132 8.828596274883244, 1.1366758526096692 8.827785561375618, 1.1371907821253504 8.826877984209341, 1.1372997095228978 8.826677387337647))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4e16,Centrale,Tchaoudjo,Tchaoudjo 4,Agouloudè,"MULTILINESTRING ((1.3216462500021702 9.100703203857444, 1.3217122836588135 9.100702230687052, 1.321867019242291 9.100772298948423, 1.3219882452089646 9.100868642785397, 1.3220138702100501 9.100975691462708))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4e17,Centrale,Tchaoudjo,Tchaoudjo 3,Aléhéridè,"MULTILINESTRING ((1.2180331261636654 9.209567370478114, 1.216073910189751 9.21149224641333))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4e18,Centrale,Tchaoudjo,Tchaoudjo 3,Aléhéridè,"MULTILINESTRING ((1.2172421190214069 9.201915276754669, 1.2162814663760066 9.201457671434431))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4e19,Centrale,Mô,Mô 1,Boulohou,"MULTILINESTRING ((0.6116933333333333 8.634705, 0.6117533333333333 8.634711666666668, 0.611905 8.634805, 0.6120283333333333 8.634870000000001, 0.612155 8.634970000000001, 0.6122650000000001 8.63503, 0.6123666666666666 8.635091666666666, 0.6124566666666666 8.635165, 0.6125416666666667 8.635193333333332, 0.6126416666666666 8.635258333333333, 0.6127199999999999 8.635298333333333, 0.6128 8.635353333333335, 0.6128783333333333 8.635398333333335, 0.612985 8.635443333333335, 0.6130516666666667 8.635466666666668, 0.6129783333333333 8.635580000000001, 0.61296 8.6356))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4e1a,Centrale,Blitta,Blitta 1,Blitta,"MULTILINESTRING ((0.9674640522863894 8.320690630421273, 0.9677700963234336 8.320905423061246))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4e1b,Centrale,Blitta,Blitta 1,Blitta,"MULTILINESTRING ((0.967390432996675 8.320657196043944, 0.9669832568521957 8.320420577990328))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4e1c,Centrale,Blitta,Blitta 1,Blitta,"MULTILINESTRING ((0.9683107339426276 8.322734419063085, 0.9685527177946478 8.322474260537293))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4e1d,Centrale,Blitta,Blitta 2,Koffiti,"MULTILINESTRING ((1.1606066666666666 8.039183333333334, 1.1610416666666665 8.039393333333333, 1.1613683333333333 8.039153333333333, 1.1607666666666667 8.038753333333334))"
_mview_general_digues_petits_barrages.fid-7b1c8a4a_193e3fcb1e6_4e1e,Centrale,Blitta,Blitta 2,Langabou,"MULTILINESTRING ((1.13563394074472 8.165383757044825, 1.1356504347801677 8.165316117345556, 1.1356504347801677 8.165183170317054, 1.1356504347801677 8.165164511081441, 1.1356127341277154 8.16501523716515, 1.1355985963830462 8.16497558627176))"
