FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,village,barrage_nom_officiel,barrage_type,barrage_utilisation,geometry
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6451,Maritime,Avé,Avé 1,Kévé,Apeyeme,N/a,Retenue d'eau,{elevage},"MULTIPOLYGON (((0.9287673127093296 6.447628082185183, 0.9288403713214971 6.447692482311166, 0.9288639386157447 6.447692482311166, 0.9288568684274703 6.44771707144802, 0.9288910410041293 6.447776787918272, 0.9288981111924036 6.4477627369847275, 0.9289134299336644 6.4477627369847275, 0.9289405323220491 6.44779903522892, 0.9289240352160757 6.447797864317858, 0.9289334621337749 6.44783182073757, 0.9289381755926244 6.447865777155008, 0.9289228568513636 6.447900904480999, 0.9289016462865407 6.447926664518511, 0.9288910410041293 6.4479617918402825, 0.9288816140864304 6.4479301772507975, 0.9288003069212762 6.447987551874703, 0.9287178213914098 6.447995748249016, 0.9286836488147506 6.4480261919238755, 0.9286683300734898 6.447992235517182, 0.9286282656732691 6.447974671857656, 0.9285882012730483 6.4479957482490144, 0.9285575637905262 6.447968817304344, 0.9285811310847739 6.447932519072308, 0.9285363532257036 6.447891537194305, 0.9285245695785799 6.44785172622393, 0.9284962888254829 6.447816598894532, 0.9285210344844426 6.447774446096042, 0.9285552070611017 6.4477767879182695, 0.9286636166146406 6.447712387802997, 0.9286966108265869 6.447727609649164, 0.9287449237797945 6.4476760895525995, 0.9287673127093296 6.447628082185183)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6452,Maritime,Avé,Avé 1,Kévé,Keve,N/a,Retenue d'eau,{autre},"MULTIPOLYGON (((0.9568709057272361 6.412664465454972, 0.9569864003296326 6.412785526298593, 0.9569816539761091 6.4128295484164175, 0.9570338638648637 6.412916020422506, 0.9570876558714594 6.412938031476259, 0.9572158074165842 6.413048086730769, 0.9572347928306765 6.41313927535222, 0.9570860737536179 6.413375107918257, 0.9569958930366783 6.413455290965852, 0.9569294440873543 6.41342070220177, 0.956889891141328 6.413447429883313, 0.9567917998351831 6.413415985551939, 0.9567933819530241 6.413321652546182, 0.9567649038318851 6.413285491556013, 0.9567158581788127 6.4131392753522185, 0.9566636482900581 6.413110975436962, 0.9566589019365349 6.4130732422141765, 0.9565829602801648 6.413057520037192, 0.9566699767614231 6.412982053580913, 0.9566952906468794 6.412870426093852, 0.9568709057272361 6.412664465454972)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6453,Maritime,Avé,Avé 1,Kévé,Dzogbegan,Barrage Gama,Retenue d'eau,{elevage},"MULTIPOLYGON (((0.9673480550458501 6.39785286037591, 0.9673480550458503 6.3977497523210065, 0.9673751803310332 6.397685057060248, 0.9673867085772357 6.397588688062888, 0.9674267183728805 6.3975044494139475, 0.9674436716761202 6.397399319560591, 0.9675094504926891 6.397239603011215, 0.9675535290811118 6.3972005162531325, 0.9675894700839792 6.397195124975922, 0.9676450769186045 6.397238255192022, 0.967638295597309 6.397337993802812, 0.9675860794233319 6.397507145050931, 0.9675406445706504 6.397603514063668, 0.967478934546859 6.397732230688697, 0.967402305616217 6.3978360126559455, 0.9673480550458501 6.39785286037591)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6454,Maritime,Avé,Avé 1,Assahoun,Djibikope,Nsp,Retenue d'eau,"{irrigation,elevage,autre}","MULTIPOLYGON (((0.9240283596662308 6.456566008977189, 0.9239411355672533 6.456736461659812, 0.9237899471290252 6.456661346925389, 0.9237986695389228 6.456528451598725, 0.9238800786979686 6.456467781981476, 0.9240109148464353 6.45657467606413, 0.9240283596662308 6.456566008977189)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6455,Maritime,Avé,Avé 1,Assahoun,Agbatame,Nsp,Retenue d'eau,{autre},"MULTIPOLYGON (((0.9178170572606895 6.461969573889624, 0.9176707378019996 6.462087812616082, 0.9175367585386206 6.462076426665846, 0.9174530214990089 6.461994973322082, 0.9175147224755649 6.461881113787315, 0.9177597634967449 6.461736599725509, 0.9178576036167123 6.461726965453255, 0.9179140159381354 6.461871479517812, 0.9178170572606895 6.461969573889624)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6456,Maritime,Avé,Avé 1,Assahoun,Agbatame,Nsp,Retenue d'eau,{autre},"MULTIPOLYGON (((0.9165844673422919 6.464374539973797, 0.916558772439136 6.464346039653428, 0.9165569797714738 6.46431278927763, 0.9165701260009956 6.464299726629398, 0.9165958209041515 6.464289632764623, 0.9166185280278706 6.46429022652138, 0.9166424302633644 6.464309226737237, 0.9166507960457874 6.464337133302982, 0.9166478082663505 6.464366821137189, 0.9166298815897302 6.46437810251373, 0.9165850648981791 6.464369789920513, 0.9165844673422919 6.464374539973797)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6457,Maritime,Avé,Avé 1,Assahoun,Wokpo,Nsp,Retenue d'eau,{elevage},"MULTIPOLYGON (((0.9670266029793677 6.522567518083514, 0.9663798275591525 6.522139125256361, 0.9658310484147272 6.521730204488837, 0.9660760391042027 6.521116822711986, 0.9665660204831539 6.520785790964994, 0.9674871854755818 6.521360228268825, 0.9677909739305316 6.522158597665539, 0.9670266029793677 6.522567518083514)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6458,Maritime,Avé,Avé 1,Assahoun,Apedokoe,N/a,Retenue d'eau,{eau potable},"MULTIPOLYGON (((0.9016784675632469 6.446457896985474, 0.9029456319000209 6.447263832650659, 0.9030606483812929 6.447732811739078, 0.9025827350711795 6.447921979651959, 0.9024597864187857 6.447667785252723, 0.9011935808017454 6.447747553879051, 0.9016784675632469 6.446457896985474)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6459,Maritime,Avé,Avé 1,Assahoun,Bedikpe,Barrage de Bedikpe,Retenue d'eau,{irrigation},"MULTIPOLYGON (((0.9479026289337925 6.490660840310581, 0.947993764921282 6.490724561966562, 0.9480882763157159 6.490720090271667, 0.9481242806564526 6.490691024253892, 0.9481782871675578 6.490742448745738, 0.9482806745115276 6.490744684593089, 0.9483335558869845 6.4907871656909, 0.9483526831930008 6.49075921760064, 0.9483819367198495 6.4907927553087665, 0.9484494448587308 6.49070891103426, 0.948413440517994 6.490655250691249, 0.9484944502846514 6.490609415810399, 0.9484370683666024 6.4905367507468466, 0.9484967005559475 6.490493151703683, 0.9484516951300267 6.4904260762452886, 0.9482221674578304 6.490441727186381, 0.9481366571485806 6.490401481908308, 0.948038770347203 6.4904942696279155, 0.9479228813754568 6.490584821482373, 0.9479026289337925 6.490660840310581)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_645a,Maritime,Avé,Avé 1,Assahoun,Assahoun,Nsp,Barrage paysan,{autre},"MULTIPOLYGON (((0.9420516666666666 6.476311666666667, 0.942059706967663 6.476224770977539, 0.9421406521236464 6.476180440237812, 0.9421272674915546 6.476125343455864, 0.9420826520512485 6.476067713482105, 0.9419564540915261 6.475999950757292, 0.9418793331161401 6.476037948548027, 0.9418474649444929 6.476123443566723, 0.9418410913101637 6.476209571867214, 0.9418946298385307 6.4762659352323695, 0.9419844980825754 6.476279234452446, 0.9419985200781001 6.476321665295102, 0.9419985200781001 6.476321665295102, 0.9420516666666666 6.476311666666667)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_645b,Maritime,Avé,Avé 1,Assahoun,Assahoun,Barrage Base 57,Retenue d'eau,{elevage},"MULTIPOLYGON (((0.9107697798830735 6.470462045700942, 0.9109336560540962 6.470547401331477, 0.9110592063464116 6.470347800449811, 0.9108966517574135 6.4702361815013365, 0.9107671367190249 6.470334668810091, 0.9107697798830735 6.470462045700942)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_645c,Maritime,Avé,Avé 1,Assahoun,Assahoun,Base 57,Retenue d'eau,{elevage},"MULTIPOLYGON (((0.9110316666666667 6.470158333333334, 0.9111488819387331 6.470238810004006, 0.9112069093011425 6.470064683543477, 0.9110896940290758 6.470000106827627, 0.9109144513946 6.470117728696749, 0.9110316666666667 6.470158333333334)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_645d,Maritime,Avé,Avé 1,Assahoun,Assahoun,Base 57,Retenue d'eau,{elevage},"MULTIPOLYGON (((0.9113100000000001 6.470428333333333, 0.9112470154205574 6.470469903250269, 0.9112535310667068 6.470502993307933, 0.9111275619078213 6.470464867806523, 0.911131905671921 6.47033250755288, 0.911211541347078 6.470309488374792, 0.9112882811795024 6.470333946251474, 0.9112882811795024 6.470333946251474, 0.9113100000000001 6.470428333333333)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_645e,Maritime,Avé,Avé 1,Assahoun,Assahoun,Barrage Base 57,Retenue d'eau,{elevage},"MULTIPOLYGON (((0.911330270899131 6.4704267423022355, 0.9114070107315556 6.470419548810537, 0.9114678234289483 6.470472061297575, 0.9114779588785139 6.470513064194616, 0.9114526202546003 6.470549031645422, 0.9114352451982022 6.470608018259202, 0.9113780523042255 6.470629598725935, 0.9113201354495656 6.470597947374409, 0.911265838398322 6.47055118969239, 0.9112795936513037 6.470471341948473, 0.9112795936513037 6.470471341948473, 0.911330270899131 6.4704267423022355)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_645f,Maritime,Avé,Avé 1,Ando,Ando Kpoomey,Barrage Ando Kpomey,Barrage paysan,"{eau potable,elevage}","MULTIPOLYGON (((0.8426387819974352 6.523780027094324, 0.8443814335109683 6.52456090201868, 0.8434795066647772 6.525969034051624, 0.8431283994282246 6.526177053220899, 0.8425743586512787 6.525780216577019, 0.8423488769397312 6.5254601867964865, 0.8423682039435779 6.524695314792711, 0.8423682039435779 6.524656911146669, 0.8426387819974352 6.523780027094324)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6460,Maritime,Avé,Avé 1,Tovégan,Tivie,N/a,Barrage paysan,"{irrigation,elevage}","MULTIPOLYGON (((0.9079479244594206 6.573108061435242, 0.9091143664689831 6.57403749429798, 0.9088045303101933 6.574595756708212, 0.9083823026036066 6.574496174810705, 0.9073798915016393 6.572682573733296, 0.9070730929522494 6.57247133856872, 0.9072037101564455 6.572350632720107, 0.9077504798484278 6.572459267985177, 0.9079479244594206 6.573108061435242)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6461,Maritime,Avé,Avé 1,Tovégan,Tovegan,Barrage Goudassi,Bassins de retentions d eau,{eau potable},"MULTIPOLYGON (((0.8618822628234029 6.618501433564338, 0.8615327922049878 6.619742508213311, 0.8615563316766944 6.619997917391679, 0.8616812719495993 6.620046481093744, 0.8615762496912156 6.620481755543375, 0.8612774794733994 6.620190373516253, 0.8608030685820788 6.619902588629293, 0.8606473459230959 6.619731716273286, 0.8605640524078259 6.619728118959891, 0.8605368914789332 6.619620199545894, 0.8604210048489923 6.6195500519141435, 0.8605387022075262 6.61936838748816, 0.8605405129361189 6.6191921189713305, 0.8606600210232453 6.619026642347246, 0.860551377307676 6.618891742884405, 0.8605785382365682 6.618746051423139, 0.8605079198214479 6.618549997413592, 0.860623806451389 6.618456467032988, 0.8607396930813297 6.61851762151462, 0.8610547598564811 6.618447473726228, 0.8612792902019916 6.6184654603395865, 0.8615001990903164 6.618521218836832, 0.8618677769946599 6.61851222553125, 0.8618822628234029 6.618501433564338)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6462,Maritime,Avé,Avé 1,Tovégan,Bolou Kope,Barrage de Nyamessiva Et Bolou Kope,Retenue d'eau,{eau potable},"MULTIPOLYGON (((0.841532974588803 6.5805625861925865, 0.8422336061276422 6.580252352828481, 0.8423452541095819 6.580192878016335, 0.8425361883395658 6.579463105417253, 0.8428355343780998 6.5795434769014065, 0.8429536547068187 6.579786198704612, 0.8431656240638346 6.579975875262975, 0.8430733931222322 6.580263604819166, 0.8432497645719631 6.580633312942773, 0.8432805082191639 6.580747440177515, 0.84250382660567 6.58091139756744, 0.841554009715835 6.5805802678810785, 0.841532974588803 6.5805625861925865)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6463,Maritime,Avé,Avé 1,Tovégan,Wotinou,Barrage Wotinou,Barrage paysan,{eau potable},"MULTIPOLYGON (((0.8844550174360721 6.550378507097005, 0.8845886416954499 6.55032034257875, 0.8846960921308256 6.550206066387847, 0.8846712958765083 6.5500726300839105, 0.8845982846832399 6.550025414152431, 0.8845294061990248 6.549982303950223, 0.8844398641695447 6.549982988239177, 0.8843661641914343 6.550063734329044, 0.8843213931766943 6.550224542180962, 0.8843413679371169 6.5503299226175145, 0.8844550174360721 6.550378507097005)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6464,Maritime,Avé,Avé 1,Tovégan,Atti Tomefa,Nsp,Retenue d'eau,{autre},"MULTIPOLYGON (((0.8482476584109491 6.562460205176062, 0.8482208382386422 6.562658558210296, 0.84810461749198 6.562797701336419, 0.8479705166304461 6.562853950674241, 0.8478036355583155 6.562818424777408, 0.8477529752328472 6.562643755747783, 0.847702314907379 6.562540138497868, 0.8476933748499432 6.562430600238805, 0.8477917154817345 6.562365469370644, 0.8479109162475422 6.5622559310731665, 0.8480211769559142 6.562196721172607, 0.8482238182577871 6.562238168103737, 0.8482565984683842 6.562427639744984, 0.8482476584109491 6.562460205176062)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6465,Maritime,Avé,Avé 1,Tovégan,Atti-avedzeta,Barrage D'atti-avedzeta,Barrage paysan,{eau potable},"MULTIPOLYGON (((0.875469874760903 6.540263857509361, 0.8728949725015521 6.542163466482021, 0.8727802491335612 6.542929640057064, 0.8728439843380005 6.543638824467717, 0.8733092513304079 6.543543844471111, 0.8743545086832137 6.543043616190966, 0.874858016798285 6.5427966678679805, 0.8757439361399925 6.542594043511793, 0.8764195293070496 6.54270801972226, 0.8763048059390588 6.542087482261776, 0.8759032741510906 6.541112350409573, 0.875469874760903 6.540263857509361)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6466,Maritime,Avé,Avé 1,Tovégan,Adzakpa,N/a,Retenue d'eau,{autre},"MULTIPOLYGON (((0.77513087094526 6.553553408888936, 0.7751354174136648 6.553565343368498, 0.7751342807965635 6.553572163071106, 0.7751365540307659 6.553580119390814, 0.7751388272649682 6.553590348944724, 0.7751388272649682 6.553598305264431, 0.7751331441794624 6.5536113763610935, 0.7751263244768557 6.553623879149205, 0.7751229146255523 6.55362842561761, 0.7751140439692498 6.553637617953065, 0.7751009055707861 6.553638215152994, 0.7750907531719735 6.553622687954809, 0.7750907531719735 6.553611341156136, 0.7750979195711355 6.553599397157534, 0.7750949335714845 6.553588647558791, 0.7751026971705766 6.55358207835956, 0.7751068775700877 6.55358207835956, 0.77513087094526 6.553553408888936)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6467,Maritime,Avé,Avé 1,Tovégan,Kounte-cope,N/a,Retenue d'eau,{irrigation},"MULTIPOLYGON (((0.7751509557177857 6.553467502613989, 0.775232027316282 6.553415616790952, 0.7752259083286981 6.553377294334061, 0.7753190750775621 6.553323088225631, 0.7753021356686778 6.553241779062986, 0.7752208265060329 6.553150306255011, 0.775178477983822 6.553165551723007, 0.775136129461611 6.55319434871811, 0.7751225779345036 6.55325871847187, 0.7751547628113838 6.553306148816747, 0.7751276597571689 6.553316312462077, 0.7751378234024995 6.553421336797159, 0.7751509557177857 6.553467502613989)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6468,Maritime,Avé,Avé 1,Ando,Akaglakope,Nsp,Retenue d'eau,{autre},"MULTIPOLYGON (((0.8754475928538851 6.503823766268206, 0.8755510102717906 6.503483894635276, 0.8757021588056525 6.503499702623301, 0.8756066965737395 6.503634070501423, 0.876147649221245 6.503823766268205, 0.876036276617347 6.504045077905625, 0.8754475928538851 6.503823766268206)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6469,Maritime,Avé,Avé 1,Ando,Gadocope,Aguessi,Retenue d'eau,{irrigation},"MULTIPOLYGON (((0.7573383333333333 6.497306666666666, 0.757256511159381 6.497123466712129, 0.7573762509261405 6.4970772003100885, 0.7574208207282122 6.497356781503301, 0.7573449855425979 6.497309854174392, 0.7573383333333333 6.497306666666666)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_646a,Maritime,Avé,Avé 1,Ando,Andocope,Nsp,Retenue d'eau,{autre},"MULTIPOLYGON (((0.76187 6.496123333333332, 0.7618732332847277 6.496256998605616, 0.7615854709439707 6.49652792144154, 0.7614830835942633 6.496316965728116, 0.7618549113379379 6.496123143395688, 0.76187 6.496123333333332)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_646b,Maritime,Avé,Avé 1,Ando,Assahoun,Barrage Atti Akakpe,Barrage paysan,"{eau potable,irrigation}","MULTIPOLYGON (((0.8923224113919046 6.50492380291161, 0.8923186421358219 6.504981047756691, 0.8924047965605717 6.505007262683569, 0.8924257967016044 6.5049794427611225, 0.8924085658166545 6.504959112816824, 0.8924408737259357 6.504925407907355, 0.8924661815882059 6.50487939802729, 0.8924139504682013 6.50487886302866, 0.8923121805539657 6.504824293165387, 0.8923412576723188 6.504756348327345, 0.8922728725976737 6.504765443306199, 0.8922066413836474 6.504765443306199, 0.8922572571081879 6.504821618171937, 0.8922459493399394 6.504902402967851, 0.8922728725976737 6.504913637938439, 0.8922513339914863 6.504941992863093, 0.8922814880401487 6.504969812787612, 0.8923030266463362 6.504933432886006, 0.8923224113919046 6.50492380291161)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_646c,Maritime,Avé,Avé 1,Zolo,Todome,Barrage de Todomé,Mare artificielle,{autre},"MULTIPOLYGON (((0.9539403100260222 6.375420670866628, 0.9542702140625975 6.375271641847932, 0.9543531311199182 6.375748534555303, 0.9543866507813883 6.376050098832524, 0.9542543363282164 6.376085164434644, 0.9539403100260222 6.375420670866628)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_646d,Maritime,Avé,Avé 1,Ando,Assahoun,Barrage Atti Akakpe,Barrage paysan,{irrigation},"MULTIPOLYGON (((0.8893566518676708 6.503192355739353, 0.8893835166442893 6.503229190582732, 0.8893104444518868 6.503303394099603, 0.8892411333282112 6.503301258746752, 0.8891643000670824 6.503270829967649, 0.8891685984313412 6.5031939572543385, 0.8891170180602338 6.503137904226804, 0.8891562406340968 6.503073309777799, 0.8891476439055788 6.503031136538017, 0.8891836427062477 6.503007647643442, 0.8891997615722188 6.502924368826553, 0.8892228652801106 6.502967609752428, 0.8892180296203195 6.502999106226959, 0.8892733710601536 6.502999640065494, 0.8892792813110099 6.503027933507004, 0.8892728337646215 6.503085588062132, 0.8893271006133909 6.503129362812535, 0.8893716961425775 6.503140573418731, 0.8893545026855417 6.503193423416008, 0.8893566518676708 6.503192355739353)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_646e,Maritime,Avé,Avé 1,Ando,Ando,Barrage Ando,Barrage paysan,{eau potable},"MULTIPOLYGON (((0.8859560196368368 6.426872945747318, 0.8862359590077739 6.426653536043699, 0.8867840093255244 6.427117822536921, 0.8866814963164487 6.427296092765599, 0.8862615872600428 6.427123699578425, 0.8859698194649813 6.427033584934601, 0.8859501054247746 6.427013994792528, 0.8859560196368368 6.426872945747318)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_646f,Maritime,Avé,Avé 1,Edzi,Ando Wokpla,Nsp,Citerne,"{eau potable,elevage}","MULTIPOLYGON (((0.8687621376283134 6.4198476883318305, 0.8687248383554705 6.4198492012044115, 0.8687385401291681 6.419820078406451, 0.8687807872647348 6.419828777424197, 0.8687621376283134 6.4198476883318305)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6470,Maritime,Avé,Avé 1,Edzi,Ando Wokpla,N/a,Barrage paysan,{autre},"MULTIPOLYGON (((0.8711425212027086 6.421791405970213, 0.8711361864595785 6.421803834550882, 0.871116207654322 6.421809645315767, 0.8711038630266839 6.42179689391496, 0.8711095480525698 6.421779784439963, 0.8711207556750308 6.42177284380371, 0.8711347245957792 6.421775910596482, 0.8711425212027086 6.421791405970213)))"
_mview_general_retenues_eau_collinaires.fid-7111a9c0_193e574b72f_6471,Maritime,Avé,Avé 1,Ando,Ekpocope,Nsp,Retenue d'eau,{autre},"MULTIPOLYGON (((0.785397690383291 6.540525701177676, 0.785397690383291 6.540525701177676, 0.785397690383291 6.540525701177676, 0.785397690383291 6.540525701177676, 0.7854318972063993 6.540825010879874, 0.7859900139541244 6.541433043396889, 0.7861501090011194 6.541617152700933, 0.7862541707816662 6.54172921923383, 0.7863662373145627 6.541617152700933, 0.7863662373145627 6.54141703389219, 0.7862701802863657 6.541088839045851, 0.7862941945434148 6.540792663208909, 0.7864863085998088 6.540616558657216, 0.7866944321609023 6.540512496876669, 0.7867824844367496 6.5403123780679255, 0.7868225081984983 6.540104254506832, 0.786734455922651 6.539984183221585, 0.7867504654273505 6.53987211668869, 0.7866544083991535 6.539792069165192, 0.7864702990951092 6.539840097679291, 0.7863102040481142 6.5398240881745915, 0.7861340994964198 6.53987211668869, 0.7858779474212275 6.539888126193389, 0.7856698238601342 6.539952164212187, 0.7854376860419914 6.5401923067826795, 0.7854056670325924 6.540552520638418, 0.785397690383291 6.540525701177676)))"
